"id";"lemma";"Freq";"MI";"T-score";"logDice"
"9275";"Ludmila";"10";"0,419";"0,797";"-0,683"
"9276";"Petrovice";"9";"1,278";"1,763";"-0,683"
"9277";"market";"9";"1,276";"1,761";"-0,683"
"9278";"zneužít";"9";"1,267";"1,753";"-0,684"
"9279";"software";"10";"0,41";"0,782";"-0,685"
"9280";"odhodlání";"9";"1,259";"1,747";"-0,685"
"9281";"mítink";"10";"0,408";"0,78";"-0,685"
"9282";"předat";"16";"-0,917";"-3,55";"-0,686"
"9283";"nepřístojně";"8";"12,769";"2,828";"-0,686"
"9284";"obojetně";"8";"11,682";"2,828";"-0,686"
"9285";"spuštění";"9";"1,252";"1,74";"-0,686"
"9286";"psychoticky";"8";"11,125";"2,827";"-0,686"
"9287";"tempo";"13";"-0,539";"-1,633";"-0,686"
"9288";"namachrovaně";"8";"10,31";"2,826";"-0,686"
"9289";"drůběž";"8";"10,028";"2,826";"-0,686"
"9290";"davově";"8";"9,65";"2,825";"-0,686"
"9291";"kastelán";"9";"1,249";"1,738";"-0,686"
"9292";"dialog";"10";"0,402";"0,769";"-0,687"
"9293";"ambivalentně";"8";"9,14";"2,823";"-0,687"
"9294";"extremisticky";"8";"8,962";"2,823";"-0,687"
"9295";"vyspěle";"8";"8,832";"2,822";"-0,687"
"9296";"prazvláštně";"8";"8,821";"2,822";"-0,687"
"9297";"licence";"11";"-0,046";"-0,107";"-0,687"
"9298";"ješitně";"8";"8,703";"2,822";"-0,687"
"9299";"Grohmanová";"8";"8,65";"2,821";"-0,687"
"9300";"svatě";"8";"8,64";"2,821";"-0,687"
"9301";"ledňák";"8";"8,609";"2,821";"-0,687"
"9302";"pubertálně";"8";"8,555";"2,821";"-0,687"
"9303";"poraženecky";"8";"8,461";"2,82";"-0,687"
"9304";"zrůdně";"8";"8,347";"2,82";"-0,687"
"9305";"mandril";"8";"8,238";"2,819";"-0,687"
"9306";"1976";"9";"1,241";"1,731";"-0,687"
"9307";"nekale";"8";"8,122";"2,818";"-0,687"
"9308";"perverzně";"8";"8,093";"2,818";"-0,687"
"9309";"povzneseně";"8";"8,069";"2,818";"-0,687"
"9310";"přepjatě";"8";"8,062";"2,818";"-0,687"
"9311";"kněmu";"8";"8,055";"2,818";"-0,687"
"9312";"oryx";"8";"8,045";"2,818";"-0,687"
"9313";"Langer";"9";"1,238";"1,728";"-0,688"
"9314";"chladnokrevník";"8";"7,832";"2,816";"-0,688"
"9315";"namistrovaný";"8";"7,792";"2,816";"-0,688"
"9316";"simentál";"8";"7,63";"2,814";"-0,688"
"9317";"morčátko";"8";"7,594";"2,814";"-0,688"
"9318";"těžit";"10";"0,395";"0,757";"-0,688"
"9319";"protichůdně";"8";"7,538";"2,813";"-0,688"
"9320";"závěs";"9";"1,233";"1,723";"-0,688"
"9321";"invertující";"8";"7,303";"2,811";"-0,688"
"9322";"búrský";"8";"7,236";"2,81";"-0,688"
"9323";"domestikovat";"8";"7,123";"2,808";"-0,689"
"9324";"proevropsky";"8";"7,095";"2,808";"-0,689"
"9325";"nebezpečně";"8";"7,019";"2,807";"-0,689"
"9326";"spáchat";"10";"0,389";"0,747";"-0,689"
"9327";"intimní";"9";"1,223";"1,715";"-0,689"
"9328";"mývalovitý";"8";"6,741";"2,802";"-0,69"
"9329";"krysařík";"8";"6,636";"2,8";"-0,69"
"9330";"šovinista";"8";"6,604";"2,799";"-0,69"
"9331";"loskuták";"8";"6,579";"2,799";"-0,69"
"9332";"diblík";"8";"6,522";"2,798";"-0,69"
"9333";"guvernér";"9";"1,214";"1,707";"-0,69"
"9334";"lordstvo";"8";"6,439";"2,796";"-0,69"
"9335";"galantnost";"8";"6,433";"2,796";"-0,69"
"9336";"Hájek";"10";"0,383";"0,737";"-0,69"
"9337";"hřích";"9";"1,212";"1,705";"-0,691"
"9338";"létavý";"8";"6,35";"2,794";"-0,691"
"9339";"aha";"9";"1,211";"1,704";"-0,691"
"9340";"madagaskarský";"8";"6,316";"2,793";"-0,691"
"9341";"vycházející";"9";"1,209";"1,702";"-0,691"
"9342";"kamčatský";"8";"6,257";"2,791";"-0,691"
"9343";"drůbežář";"8";"6,228";"2,791";"-0,691"
"9344";"tasmánský";"8";"6,169";"2,789";"-0,691"
"9345";"obcházet";"9";"1,206";"1,699";"-0,691"
"9346";"kopírovat";"9";"1,203";"1,697";"-0,692"
"9347";"příslušně";"8";"6,084";"2,787";"-0,692"
"9348";"mazel";"8";"6,076";"2,786";"-0,692"
"9349";"nahrávka";"11";"-0,063";"-0,148";"-0,692"
"9350";"absolutistický";"8";"5,991";"2,784";"-0,692"
"9351";"zatvrzele";"8";"5,971";"2,783";"-0,692"
"9352";"býložravý";"8";"5,958";"2,783";"-0,692"
"9353";"jelínek";"8";"5,943";"2,782";"-0,692"
"9354";"vzdělávací";"11";"-0,066";"-0,155";"-0,692"
"9355";"fantazie";"10";"0,371";"0,718";"-0,693"
"9356";"zlomyslně";"8";"5,754";"2,776";"-0,693"
"9357";"floutek";"8";"5,747";"2,776";"-0,693"
"9358";"kakadu";"8";"5,745";"2,776";"-0,693"
"9359";"nacionálně";"8";"5,74";"2,775";"-0,693"
"9360";"množírna";"8";"5,735";"2,775";"-0,693"
"9361";"Vašek";"9";"1,187";"1,682";"-0,693"
"9362";"kašpar";"8";"5,601";"2,77";"-0,694"
"9363";"pololetí";"10";"0,365";"0,707";"-0,694"
"9364";"selektivně";"8";"5,534";"2,767";"-0,694"
"9365";"střelka";"8";"5,532";"2,767";"-0,694"
"9366";"figurka";"9";"1,18";"1,676";"-0,694"
"9367";"ohrazený";"8";"5,5";"2,766";"-0,694"
"9368";"bernský";"8";"5,488";"2,765";"-0,694"
"9369";"zeleně";"8";"5,475";"2,765";"-0,695"
"9370";"nakládání";"9";"1,177";"1,673";"-0,695"
"9371";"sok";"9";"1,177";"1,673";"-0,695"
"9372";"šlechtěný";"8";"5,456";"2,764";"-0,695"
"9373";"ovčácký";"8";"5,42";"2,762";"-0,695"
"9374";"nízko";"10";"0,36";"0,699";"-0,695"
"9375";"nepřítomně";"8";"5,379";"2,76";"-0,695"
"9376";"Angus";"8";"5,359";"2,759";"-0,695"
"9377";"rozmařilý";"8";"5,345";"2,759";"-0,695"
"9378";"diletant";"8";"5,337";"2,758";"-0,695"
"9379";"extrovert";"8";"5,303";"2,757";"-0,696"
"9380";"sametově";"8";"5,297";"2,757";"-0,696"
"9381";"ovčín";"8";"5,275";"2,755";"-0,696"
"9382";"flashdisk";"8";"5,265";"2,755";"-0,696"
"9383";"sadista";"8";"5,239";"2,754";"-0,696"
"9384";"bezvýhradný";"8";"5,238";"2,753";"-0,696"
"9385";"antisemita";"8";"5,234";"2,753";"-0,696"
"9386";"čeledín";"8";"5,232";"2,753";"-0,696"
"9387";"křehce";"8";"5,219";"2,752";"-0,696"
"9388";"potížista";"8";"5,169";"2,75";"-0,697"
"9389";"starosvětský";"8";"5,154";"2,749";"-0,697"
"9390";"dokola";"9";"1,159";"1,657";"-0,697"
"9391";"Jihlavsko";"9";"1,158";"1,656";"-0,697"
"9392";"opravdově";"8";"5,108";"2,746";"-0,697"
"9393";"analogicky";"8";"5,079";"2,745";"-0,697"
"9394";"despotický";"8";"5,069";"2,744";"-0,697"
"9395";"žirafí";"8";"5,059";"2,744";"-0,697"
"9396";"šotolina";"8";"5,059";"2,744";"-0,697"
"9397";"ara";"8";"5,041";"2,743";"-0,698"
"9398";"milost";"9";"1,151";"1,649";"-0,698"
"9399";"podnájemník";"8";"5,015";"2,741";"-0,698"
"9400";"Hyundai";"9";"1,15";"1,648";"-0,698"
"9401";"Aberdeen";"8";"5";"2,74";"-0,698"
"9402";"regulérně";"8";"4,981";"2,739";"-0,698"
"9403";"tulit";"8";"4,973";"2,738";"-0,698"
"9404";"vzdát";"13";"-0,57";"-1,747";"-0,698"
"9405";"poskok";"8";"4,954";"2,737";"-0,698"
"9406";"chlebodárce";"8";"4,942";"2,736";"-0,698"
"9407";"spatření";"8";"4,942";"2,736";"-0,698"
"9408";"potoční";"8";"4,893";"2,733";"-0,699"
"9409";"1987";"9";"1,141";"1,64";"-0,699"
"9410";"bezmyšlenkovitě";"8";"4,867";"2,732";"-0,699"
"9411";"aktivum";"9";"1,139";"1,638";"-0,699"
"9412";"šestý";"16";"-0,943";"-3,691";"-0,699"
"9413";"praštěný";"8";"4,818";"2,728";"-0,699"
"9414";"primární";"9";"1,135";"1,634";"-0,7"
"9415";"postih";"9";"1,132";"1,632";"-0,7"
"9416";"ohrádka";"8";"4,745";"2,723";"-0,7"
"9417";"mexický";"9";"1,129";"1,629";"-0,7"
"9418";"inkvizice";"8";"4,724";"2,721";"-0,7"
"9419";"vrcholně";"8";"4,704";"2,72";"-0,701"
"9420";"vyrušovat";"8";"4,7";"2,72";"-0,701"
"9421";"souvrství";"8";"4,69";"2,719";"-0,701"
"9422";"huňatý";"8";"4,682";"2,718";"-0,701"
"9423";"ješitný";"8";"4,673";"2,718";"-0,701"
"9424";"selátko";"8";"4,672";"2,718";"-0,701"
"9425";"omámený";"8";"4,649";"2,716";"-0,701"
"9426";"celoživotně";"8";"4,647";"2,716";"-0,701"
"9427";"kočičky";"8";"4,642";"2,715";"-0,701"
"9428";"neskonale";"8";"4,606";"2,712";"-0,702"
"9429";"maximalizovat";"8";"4,568";"2,709";"-0,702"
"9430";"příbramský";"10";"0,327";"0,641";"-0,702"
"9431";"nácek";"8";"4,519";"2,705";"-0,703"
"9432";"Street";"9";"1,11";"1,61";"-0,703"
"9433";"naplnit";"12";"-0,381";"-1,048";"-0,703"
"9434";"uvážlivý";"8";"4,475";"2,701";"-0,703"
"9435";"kulečníkový";"8";"4,434";"2,698";"-0,704"
"9436";"houbaření";"8";"4,362";"2,691";"-0,704"
"9437";"Skalice";"9";"1,095";"1,595";"-0,704"
"9438";"Vašík";"8";"4,356";"2,69";"-0,704"
"9439";"mstitel";"8";"4,337";"2,689";"-0,705"
"9440";"přestěhovat";"11";"-0,11";"-0,263";"-0,705"
"9441";"ostýchat";"8";"4,336";"2,688";"-0,705"
"9442";"suchar";"8";"4,336";"2,688";"-0,705"
"9443";"pozn";"11";"-0,11";"-0,263";"-0,705"
"9444";"adept";"9";"1,087";"1,588";"-0,705"
"9445";"Toyota";"9";"1,086";"1,587";"-0,705"
"9446";"Rambo";"8";"4,273";"2,682";"-0,706"
"9447";"posuzovat";"10";"0,309";"0,61";"-0,706"
"9448";"běžecký";"10";"0,309";"0,609";"-0,706"
"9449";"Vaněk";"9";"1,082";"1,583";"-0,706"
"9450";"slepě";"8";"4,24";"2,679";"-0,706"
"9451";"stejnosměrný";"8";"4,237";"2,678";"-0,706"
"9452";"zhoršovat";"9";"1,08";"1,581";"-0,706"
"9453";"teplomilný";"8";"4,212";"2,676";"-0,706"
"9454";"sundat";"9";"1,077";"1,578";"-0,707"
"9455";"učebnicový";"8";"4,192";"2,674";"-0,707"
"9456";"srdnatě";"8";"4,181";"2,672";"-0,707"
"9457";"činně";"8";"4,153";"2,669";"-0,707"
"9458";"tvrdošíjně";"8";"4,145";"2,669";"-0,707"
"9459";"padnoucí";"8";"4,144";"2,668";"-0,707"
"9460";"vzbuzovat";"9";"1,069";"1,57";"-0,708"
"9461";"přilnavost";"8";"4,119";"2,666";"-0,708"
"9462";"kardiak";"8";"4,114";"2,665";"-0,708"
"9463";"vizitka";"9";"1,067";"1,568";"-0,708"
"9464";"náklon";"8";"4,098";"2,663";"-0,708"
"9465";"Mongol";"8";"4,094";"2,663";"-0,708"
"9466";"překvapený";"9";"1,063";"1,564";"-0,708"
"9467";"puštěný";"8";"4,076";"2,661";"-0,708"
"9468";"bláhový";"8";"4,074";"2,66";"-0,708"
"9469";"harcovník";"8";"4,072";"2,66";"-0,708"
"9470";"pícnina";"8";"4,05";"2,658";"-0,709"
"9471";"dezorientovaný";"8";"4,049";"2,658";"-0,709"
"9472";"modul";"9";"1,059";"1,56";"-0,709"
"9473";"horda";"8";"4,035";"2,656";"-0,709"
"9474";"Bítov";"8";"4,028";"2,655";"-0,709"
"9475";"bytostný";"8";"4,027";"2,655";"-0,709"
"9476";"právoplatný";"8";"4,009";"2,653";"-0,709"
"9477";"neotřesitelný";"8";"4,007";"2,653";"-0,71"
"9478";"hřešit";"8";"4,003";"2,652";"-0,71"
"9479";"vystresovaný";"8";"4,003";"2,652";"-0,71"
"9480";"shovívavost";"8";"3,993";"2,651";"-0,71"
"9481";"výr";"8";"3,989";"2,65";"-0,71"
"9482";"pokazit";"9";"1,051";"1,552";"-0,71"
"9483";"Lubomír";"11";"-0,128";"-0,309";"-0,71"
"9484";"přijatý";"9";"1,047";"1,548";"-0,71"
"9485";"zbavení";"8";"3,954";"2,646";"-0,71"
"9486";"marně";"11";"-0,13";"-0,313";"-0,71"
"9487";"rodit";"10";"0,286";"0,569";"-0,71"
"9488";"vrstevnice";"8";"3,946";"2,645";"-0,711"
"9489";"mesiáš";"8";"3,943";"2,645";"-0,711"
"9490";"naneštěstí";"8";"3,942";"2,644";"-0,711"
"9491";"spoléhat";"11";"-0,131";"-0,315";"-0,711"
"9492";"bahno";"9";"1,045";"1,546";"-0,711"
"9493";"krab";"8";"3,928";"2,643";"-0,711"
"9494";"Chovanec";"9";"1,043";"1,544";"-0,711"
"9495";"sehnat";"13";"-0,603";"-1,87";"-0,711"
"9496";"kašna";"9";"1,04";"1,541";"-0,711"
"9497";"liščí";"8";"3,903";"2,639";"-0,711"
"9498";"vzrušeně";"8";"3,903";"2,639";"-0,711"
"9499";"afekt";"8";"3,889";"2,638";"-0,712"
"9500";"odmítnutý";"8";"3,878";"2,636";"-0,712"
"9501";"přezdívka";"9";"1,035";"1,536";"-0,712"
"9502";"časovaný";"8";"3,857";"2,633";"-0,712"
"9503";"úsloví";"8";"3,856";"2,633";"-0,712"
"9504";"plačící";"8";"3,851";"2,632";"-0,712"
"9505";"lůno";"8";"3,847";"2,632";"-0,712"
"9506";"údržba";"13";"-0,606";"-1,883";"-0,712"
"9507";"zapnutí";"8";"3,837";"2,63";"-0,712"
"9508";"zanedlouho";"9";"1,029";"1,53";"-0,713"
"9509";"Camilla";"8";"3,81";"2,627";"-0,713"
"9510";"Pelhřimov";"11";"-0,139";"-0,335";"-0,713"
"9511";"rozvážný";"8";"3,798";"2,625";"-0,713"
"9512";"chorý";"8";"3,797";"2,625";"-0,713"
"9513";"jiskřička";"8";"3,786";"2,623";"-0,713"
"9514";"kladenský";"11";"-0,142";"-0,342";"-0,714"
"9515";"kamna";"9";"1,021";"1,521";"-0,714"
"9516";"Brežněv";"8";"3,765";"2,62";"-0,714"
"9517";"odiv";"8";"3,762";"2,62";"-0,714"
"9518";"homogenní";"8";"3,76";"2,62";"-0,714"
"9519";"půvabný";"9";"1,019";"1,52";"-0,714"
"9520";"učedník";"8";"3,732";"2,616";"-0,714"
"9521";"učiněný";"8";"3,726";"2,615";"-0,715"
"9522";"Sydney";"9";"1,014";"1,514";"-0,715"
"9523";"displej";"10";"0,267";"0,534";"-0,715"
"9524";"zrekonstruovaný";"9";"1,009";"1,509";"-0,715"
"9525";"šejk";"8";"3,681";"2,608";"-0,715"
"9526";"příbuzná";"8";"3,681";"2,608";"-0,715"
"9527";"moderátorka";"9";"1,003";"1,503";"-0,716"
"9528";"pohoršení";"8";"3,65";"2,603";"-0,716"
"9529";"7500";"8";"3,65";"2,603";"-0,716"
"9530";"vynucovat";"8";"3,647";"2,603";"-0,716"
"9531";"nynějšek";"8";"3,642";"2,602";"-0,716"
"9532";"stáhnout";"12";"-0,421";"-1,174";"-0,716"
"9533";"vítězství";"31";"-1,527";"-10,479";"-0,716"
"9534";"parkurový";"8";"3,634";"2,601";"-0,716"
"9535";"ilegálně";"8";"3,633";"2,6";"-0,716"
"9536";"rozhledna";"10";"0,258";"0,519";"-0,716"
"9537";"skokan";"9";"0,998";"1,497";"-0,717"
"9538";"bouřlivák";"8";"3,587";"2,593";"-0,717"
"9539";"organizovat";"11";"-0,156";"-0,379";"-0,718"
"9540";"temelínský";"8";"3,547";"2,586";"-0,718"
"9541";"rozhádaný";"8";"3,543";"2,586";"-0,718"
"9542";"nestranný";"8";"3,532";"2,584";"-0,719"
"9543";"86";"9";"0,982";"1,481";"-0,719"
"9544";"živoucí";"8";"3,524";"2,582";"-0,719"
"9545";"Neratovice";"9";"0,981";"1,48";"-0,719"
"9546";"režisérka";"9";"0,978";"1,477";"-0,719"
"9547";"kost";"11";"-0,161";"-0,392";"-0,719"
"9548";"sezonní";"9";"0,975";"1,474";"-0,72"
"9549";"jmenovec";"8";"3,486";"2,576";"-0,72"
"9550";"posmívat";"8";"3,483";"2,575";"-0,72"
"9551";"trestuhodně";"8";"3,48";"2,575";"-0,72"
"9552";"rozpustný";"8";"3,448";"2,569";"-0,721"
"9553";"fanatický";"8";"3,429";"2,566";"-0,721"
"9554";"Říha";"9";"0,964";"1,462";"-0,721"
"9555";"radno";"8";"3,426";"2,565";"-0,721"
"9556";"králičí";"8";"3,424";"2,565";"-0,721"
"9557";"mm";"12";"-0,435";"-1,221";"-0,721"
"9558";"feministka";"8";"3,408";"2,562";"-0,721"
"9559";"čelit";"12";"-0,436";"-1,223";"-0,722"
"9560";"holý";"9";"0,957";"1,455";"-0,722"
"9561";"zaplaťpánbůh";"8";"3,36";"2,553";"-0,723"
"9562";"Žaneta";"8";"3,357";"2,552";"-0,723"
"9563";"kondor";"8";"3,35";"2,551";"-0,723"
"9564";"5500";"8";"3,342";"2,55";"-0,723"
"9565";"blbnout";"8";"3,34";"2,549";"-0,723"
"9566";"protektor";"8";"3,339";"2,549";"-0,723"
"9567";"Falbr";"8";"3,336";"2,548";"-0,723"
"9568";"misionář";"8";"3,335";"2,548";"-0,723"
"9569";"Jackie";"8";"3,33";"2,547";"-0,723"
"9570";"upravovat";"10";"0,226";"0,458";"-0,724"
"9571";"košík";"9";"0,942";"1,438";"-0,724"
"9572";"expedice";"9";"0,941";"1,438";"-0,724"
"9573";"figurant";"8";"3,303";"2,542";"-0,724"
"9574";"shovívavý";"8";"3,303";"2,542";"-0,724"
"9575";"únava";"10";"0,223";"0,453";"-0,724"
"9576";"učenec";"8";"3,29";"2,539";"-0,725"
"9577";"originálně";"8";"3,289";"2,539";"-0,725"
"9578";"císařovna";"8";"3,271";"2,535";"-0,725"
"9579";"korán";"8";"3,267";"2,535";"-0,725"
"9580";"otrlý";"8";"3,266";"2,534";"-0,725"
"9581";"rozčílený";"8";"3,266";"2,534";"-0,725"
"9582";"namrzlý";"8";"3,257";"2,533";"-0,725"
"9583";"pátek";"30";"-1,523";"-10,263";"-0,725"
"9584";"poryv";"8";"3,251";"2,531";"-0,726"
"9585";"vojevůdce";"8";"3,245";"2,53";"-0,726"
"9586";"vegetarián";"8";"3,236";"2,528";"-0,726"
"9587";"[";"9";"0,925";"1,42";"-0,726"
"9588";"častokrát";"8";"3,197";"2,52";"-0,727"
"9589";"ostražitý";"8";"3,196";"2,52";"-0,727"
"9590";"poměr";"13";"-0,643";"-2,025";"-0,727"
"9591";"posilnit";"8";"3,192";"2,519";"-0,727"
"9592";"exponát";"10";"0,209";"0,426";"-0,727"
"9593";"televizor";"9";"0,917";"1,411";"-0,727"
"9594";"pošťák";"8";"3,18";"2,516";"-0,728"
"9595";"játra";"9";"0,916";"1,41";"-0,728"
"9596";"skinhead";"8";"3,178";"2,516";"-0,728"
"9597";"oligarcha";"8";"3,176";"2,516";"-0,728"
"9598";"nájemný";"8";"3,169";"2,514";"-0,728"
"9599";"stěžovatel";"8";"3,169";"2,514";"-0,728"
"9600";"nízkonákladový";"8";"3,165";"2,513";"-0,728"
"9601";"karoserie";"9";"0,913";"1,407";"-0,728"
"9602";"Biden";"8";"3,164";"2,513";"-0,728"
"9603";"zatracený";"8";"3,161";"2,512";"-0,728"
"9604";"verš";"9";"0,909";"1,402";"-0,729"
"9605";"odložit";"12";"-0,456";"-1,288";"-0,729"
"9606";"Brabec";"9";"0,906";"1,399";"-0,729"
"9607";"Milada";"9";"0,905";"1,398";"-0,729"
"9608";"zpěv";"11";"-0,194";"-0,478";"-0,729"
"9609";"charitní";"8";"3,126";"2,504";"-0,729"
"9610";"monopost";"8";"3,126";"2,504";"-0,729"
"9611";"Grossův";"8";"3,125";"2,504";"-0,729"
"9612";"konzum";"8";"3,12";"2,503";"-0,729"
"9613";"zámožný";"8";"3,119";"2,503";"-0,729"
"9614";"přístupný";"12";"-0,458";"-1,296";"-0,729"
"9615";"odloučení";"8";"3,116";"2,502";"-0,729"
"9616";"topmodelka";"8";"3,115";"2,502";"-0,729"
"9617";"2400";"8";"3,094";"2,497";"-0,73"
"9618";"mlynář";"8";"3,092";"2,497";"-0,73"
"9619";"podraz";"8";"3,075";"2,493";"-0,731"
"9620";"Roden";"8";"3,069";"2,491";"-0,731"
"9621";"slavík";"9";"0,89";"1,381";"-0,731"
"9622";"brouček";"8";"3,054";"2,488";"-0,731"
"9623";"přidat";"24";"-1,399";"-8,024";"-0,731"
"9624";"přežití";"9";"0,889";"1,38";"-0,731"
"9625";"euforie";"9";"0,889";"1,38";"-0,731"
"9626";"kynologický";"8";"3,047";"2,486";"-0,731"
"9627";"schizofrenie";"8";"3,036";"2,483";"-0,732"
"9628";"vesnička";"9";"0,884";"1,375";"-0,732"
"9629";"jednostranně";"8";"3,028";"2,482";"-0,732"
"9630";"obrazně";"8";"3,027";"2,481";"-0,732"
"9631";"sa";"8";"3,026";"2,481";"-0,732"
"9632";"odběr";"10";"0,187";"0,384";"-0,732"
"9633";"Karolína";"10";"0,186";"0,382";"-0,733"
"9634";"zledovatělý";"8";"3,009";"2,477";"-0,733"
"9635";"dorůstat";"8";"3,008";"2,477";"-0,733"
"9636";"omezeně";"8";"3";"2,475";"-0,733"
"9637";"důraz";"11";"-0,208";"-0,514";"-0,733"
"9638";"nelítostný";"8";"2,998";"2,474";"-0,733"
"9639";"zastavovat";"9";"0,874";"1,363";"-0,733"
"9640";"ABS";"8";"2,98";"2,47";"-0,734"
"9641";"terasa";"10";"0,181";"0,373";"-0,734"
"9642";"dělit";"11";"-0,212";"-0,526";"-0,734"
"9643";"husita";"8";"2,948";"2,462";"-0,735"
"9644";"potácet";"8";"2,948";"2,462";"-0,735"
"9645";"skutek";"9";"0,862";"1,349";"-0,735"
"9646";"ponaučení";"8";"2,923";"2,455";"-0,735"
"9647";"evangelium";"8";"2,914";"2,453";"-0,736"
"9648";"doprovázet";"11";"-0,218";"-0,54";"-0,736"
"9649";"babiččin";"8";"2,906";"2,451";"-0,736"
"9650";"anonymně";"8";"2,905";"2,451";"-0,736"
"9651";"padesátník";"8";"2,889";"2,447";"-0,737"
"9652";"Poděbrady";"10";"0,167";"0,346";"-0,737"
"9653";"data";"11";"-0,222";"-0,552";"-0,737"
"9654";"bezradný";"8";"2,863";"2,44";"-0,738"
"9655";"vyhrát";"43";"-1,683";"-14,499";"-0,738"
"9656";"záviset";"10";"0,164";"0,339";"-0,738"
"9657";"zdrženlivý";"8";"2,859";"2,439";"-0,738"
"9658";"prsten";"9";"0,843";"1,328";"-0,738"
"9659";"Phil";"8";"2,853";"2,437";"-0,738"
"9660";"Spolana";"8";"2,845";"2,435";"-0,738"
"9661";"prominentní";"8";"2,84";"2,433";"-0,738"
"9662";"kondice";"10";"0,159";"0,33";"-0,739"
"9663";"Slovinsko";"9";"0,836";"1,319";"-0,739"
"9664";"telefonování";"8";"2,827";"2,43";"-0,739"
"9665";"1988";"9";"0,831";"1,314";"-0,739"
"9666";"očitý";"8";"2,807";"2,424";"-0,74"
"9667";"jatky";"8";"2,806";"2,424";"-0,74"
"9668";"louže";"8";"2,805";"2,424";"-0,74"
"9669";"infikovaný";"8";"2,798";"2,422";"-0,74"
"9670";"520";"8";"2,797";"2,421";"-0,74"
"9671";"zasloužilý";"8";"2,793";"2,42";"-0,74"
"9672";"předbíhat";"8";"2,791";"2,42";"-0,74"
"9673";"Patricie";"8";"2,783";"2,417";"-0,74"
"9674";"chybně";"8";"2,78";"2,417";"-0,741"
"9675";"zadruhé";"8";"2,777";"2,416";"-0,741"
"9676";"kožich";"8";"2,772";"2,414";"-0,741"
"9677";"235";"8";"2,758";"2,41";"-0,741"
"9678";"domnělý";"8";"2,748";"2,407";"-0,742"
"9679";"vnímavý";"8";"2,739";"2,405";"-0,742"
"9680";"Kryštof";"9";"0,812";"1,292";"-0,742"
"9681";"eko";"8";"2,732";"2,403";"-0,742"
"9682";"sedmdesátiletý";"8";"2,72";"2,399";"-0,743"
"9683";"Ústečan";"8";"2,72";"2,399";"-0,743"
"9684";"215";"8";"2,699";"2,393";"-0,744"
"9685";"foťák";"8";"2,693";"2,391";"-0,744"
"9686";"profesionalita";"8";"2,686";"2,389";"-0,744"
"9687";"ubytovaný";"8";"2,682";"2,388";"-0,744"
"9688";"velkoklub";"8";"2,68";"2,387";"-0,744"
"9689";"severoamerický";"8";"2,678";"2,386";"-0,744"
"9690";"očko";"8";"2,675";"2,386";"-0,745"
"9691";"exces";"8";"2,671";"2,384";"-0,745"
"9692";"Müller";"9";"0,794";"1,27";"-0,745"
"9693";"vtipně";"8";"2,67";"2,384";"-0,745"
"9694";"směrnice";"9";"0,793";"1,269";"-0,745"
"9695";"přízvuk";"8";"2,662";"2,382";"-0,745"
"9696";"sexualita";"8";"2,658";"2,38";"-0,745"
"9697";"čelný";"8";"2,656";"2,38";"-0,745"
"9698";"prkno";"9";"0,789";"1,264";"-0,746"
"9699";"kousnout";"8";"2,65";"2,378";"-0,746"
"9700";"hazardní";"8";"2,649";"2,377";"-0,746"
"9701";"selhávat";"8";"2,646";"2,376";"-0,746"
"9702";"obilnina";"8";"2,644";"2,376";"-0,746"
"9703";"řadit";"10";"0,128";"0,268";"-0,746"
"9704";"buďto";"8";"2,64";"2,375";"-0,746"
"9705";"teoretický";"9";"0,784";"1,257";"-0,746"
"9706";"Pavlov";"8";"2,628";"2,371";"-0,746"
"9707";"výklad";"10";"0,124";"0,261";"-0,747"
"9708";"Sean";"8";"2,623";"2,369";"-0,747"
"9709";"žvýkačka";"8";"2,623";"2,369";"-0,747"
"9710";"extremistický";"8";"2,62";"2,368";"-0,747"
"9711";"alergen";"8";"2,618";"2,368";"-0,747"
"9712";"identický";"8";"2,616";"2,367";"-0,747"
"9713";"stíhat";"11";"-0,255";"-0,642";"-0,747"
"9714";"okouzlující";"8";"2,61";"2,365";"-0,747"
"9715";"fanklub";"8";"2,609";"2,365";"-0,747"
"9716";"zámořský";"9";"0,772";"1,243";"-0,748"
"9717";"papírový";"10";"0,117";"0,247";"-0,748"
"9718";"vlajka";"10";"0,117";"0,247";"-0,748"
"9719";"čarodějnice";"9";"0,769";"1,24";"-0,748"
"9720";"vzhlížet";"8";"2,574";"2,354";"-0,749"
"9721";"manželův";"8";"2,572";"2,353";"-0,749"
"9722";"světský";"8";"2,572";"2,353";"-0,749"
"9723";"Johana";"8";"2,567";"2,351";"-0,749"
"9724";"stud";"8";"2,562";"2,349";"-0,749"
"9725";"inflace";"10";"0,113";"0,238";"-0,749"
"9726";"kumpán";"8";"2,56";"2,349";"-0,749"
"9727";"rozkoš";"8";"2,558";"2,348";"-0,749"
"9728";"armádní";"9";"0,762";"1,231";"-0,75"
"9729";"tiskovka";"8";"2,55";"2,345";"-0,75"
"9730";"Čermáková";"8";"2,543";"2,343";"-0,75"
"9731";"uhelný";"9";"0,758";"1,226";"-0,75"
"9732";"útrata";"8";"2,526";"2,337";"-0,751"
"9733";"výstaviště";"10";"0,106";"0,225";"-0,751"
"9734";"bába";"8";"2,52";"2,335";"-0,751"
"9735";"studie";"15";"-0,954";"-3,629";"-0,751"
"9736";"jídelníček";"9";"0,748";"1,213";"-0,752"
"9737";"bioplynový";"8";"2,499";"2,328";"-0,752"
